Time /s,Voltage (V) vs Ref. ,WT,Blank
1880.6,-0.3575,77.986,4.938
1880.8,-0.3575,77.275,4.939
1881,-0.3575,76.783,4.057
1881.2,-0.3575,77.536,4.726
1881.4,-0.3575,77.471,4.923
1881.6,-0.3575,76.481,4.988
1881.8,-0.3575,76.406,4.796
1882,-0.3575,76.414,5.043
1882.2,-0.3575,76.447,5.42
1882.4,-0.3575,75.821,4.267
1882.6,-0.3575,75.896,4.041
1882.8,-0.3575,75.981,3.513
1883,-0.3575,75.335,4.552
1883.2,-0.3575,75.049,4.733
1883.4,-0.3575,74.892,5.042
1883.6,-0.3575,75.379,4.949
1883.8,-0.3575,74.526,4.355
1884,-0.3575,74.608,3.456
1884.2,-0.3575,74.618,4.068
1884.4,-0.3575,74.499,2.878
1884.6,-0.3575,73.355,5.2
1884.8,-0.3575,73.883,4.098
1885,-0.3575,73.665,3.726
1885.2,-0.3575,73.739,4.233
1885.4,-0.3575,73.275,3.61
1885.6,-0.3575,72.902,3.98
1885.8,-0.3575,73.181,4.089
1886,-0.3575,73.296,4.347
1886.2,-0.3575,72.465,3.54
1886.4,-0.3575,72.769,4
1886.6,-0.3575,73.215,3.947
1886.8,-0.3575,71.789,4.045
1887,-0.3575,71.736,4.433
1887.2,-0.3575,71.756,4.333
1887.4,-0.3575,72.258,3.916
1887.6,-0.3575,70.922,3.61
1887.8,-0.3575,71.443,4.032
1888,-0.3575,71.617,3.619
1888.2,-0.3575,70.853,3.654
1888.4,-0.3575,70.935,4.909
1888.6,-0.3575,70.825,3.905
1888.8,-0.3575,70.912,3.677
1889,-0.3575,70.365,3.99
1889.2,-0.3575,69.746,3.724
1889.4,-0.3575,70.609,3.876
1889.6,-0.3575,70.515,3.612
1889.8,-0.3575,70.131,3.729
1890,-0.3575,70.043,3.936
1890.2,-0.3575,69.867,3.068
1890.4,-0.3575,69.331,4.647
1890.6,-0.3575,69.372,4.013
1890.8,-0.3575,69.31,4.291
1891,-0.3575,69.584,3.215
1891.2,-0.3575,68.812,4.224
1891.4,-0.3575,68.568,3.582
1891.6,-0.3575,68.953,3.934
1891.8,-0.3575,68.566,2.212
1892,-0.3575,68.271,2.928
1892.2,-0.3575,68.172,3.69
1892.4,-0.3575,68.437,3.81
1892.6,-0.3575,68.195,3.951
1892.8,-0.3575,67.73,3.597
1893,-0.3575,67.087,3.874
1893.2,-0.3575,67.7,2.679
1893.4,-0.3575,67.377,3.099
1893.6,-0.3575,67.307,3.294
1893.8,-0.3575,67.418,4.01
1894,-0.3575,67.507,3.736
1894.2,-0.3575,66.837,3.687
1894.4,-0.3575,67.085,3.457
1894.6,-0.3575,66.34,3.199
1894.8,-0.3575,67.143,3.072
1895,-0.3575,66.479,3.882
1895.2,-0.3575,66.804,3.354
1895.4,-0.3575,66.929,3.434
1895.6,-0.3575,66.811,3.075
1895.8,-0.3575,65.423,3.438
1896,-0.3575,66.788,3.469
1896.2,-0.3575,65.963,2.945
1896.4,-0.3575,65.568,3.841
1896.6,-0.3575,65.552,4.212
1896.8,-0.3575,66.191,3.446
1897,-0.3575,64.819,3.432
1897.2,-0.3575,64.289,3.167
1897.4,-0.3575,64.992,3.445
1897.6,-0.3575,65.524,3.358
1897.8,-0.3575,64.876,3.727
1898,-0.3575,64.626,3.45
1898.2,-0.3575,65.282,3.239
1898.4,-0.3575,64.999,3.153
1898.6,-0.3575,64.72,3.423
1898.8,-0.3575,63.786,3.6
1899,-0.3575,64.806,3.18
1899.2,-0.3575,64.584,3.212
1899.4,-0.3575,64.22,3.286
1899.6,-0.3575,64.046,3.097
1899.8,-0.3575,63.84,3.199
1900,-0.3575,63.661,3.302
1900.2,-0.4575,-139.59,-153.36
1900.4,-0.4575,-35.727,-90.192
1900.6,-0.4575,-3.852,-67.546
1900.8,-0.4575,13.464,-54.986
1901,-0.4575,24.531,-46.682
1901.2,-0.4575,32.22,-40.685
1901.4,-0.4575,38.234,-36.172
1901.6,-0.4575,42.925,-32.844
1901.8,-0.4575,47.821,-29.647
1902,-0.4575,50.115,-27.202
1902.2,-0.4575,52.888,-24.998
1902.4,-0.4575,55.567,-23.476
1902.6,-0.4575,58.197,-21.691
1902.8,-0.4575,59.954,-20.164
1903,-0.4575,62.581,-19.17
1903.2,-0.4575,62.976,-17.649
1903.4,-0.4575,64.96,-18.092
1903.6,-0.4575,67.106,-15.79
1903.8,-0.4575,67.208,-15.651
1904,-0.4575,69.231,-13.845
1904.2,-0.4575,69.567,-13.889
1904.4,-0.4575,70.546,-12.832
1904.6,-0.4575,72.32,-12.852
1904.8,-0.4575,73.039,-12.332
1905,-0.4575,73.122,-11.851
1905.2,-0.4575,74.229,-10.969
1905.4,-0.4575,74.915,-10.683
1905.6,-0.4575,75.881,-10.129
1905.8,-0.4575,76.701,-10.149
1906,-0.4575,77.19,-10.232
1906.2,-0.4575,77.535,-9.114
1906.4,-0.4575,78.356,-9.077
1906.6,-0.4575,79.278,-9.753
1906.8,-0.4575,79.383,-8.368
1907,-0.4575,80.23,-8.661
1907.2,-0.4575,80.93,-7.827
1907.4,-0.4575,81.186,-7.642
1907.6,-0.4575,81.788,-7.319
1907.8,-0.4575,81.728,-7.297
1908,-0.4575,82.759,-7.169
1908.2,-0.4575,82.594,-6.592
1908.4,-0.4575,83.002,-6.579
1908.6,-0.4575,84.039,-6.539
1908.8,-0.4575,83.798,-6.447
1909,-0.4575,83.757,-6.208
1909.2,-0.4575,84.776,-6.095
1909.4,-0.4575,85.119,-6.023
1909.6,-0.4575,85.41,-5.708
1909.8,-0.4575,85.443,-5.622
1910,-0.4575,86.117,-5.556
1910.2,-0.4575,86.104,-5.355
1910.4,-0.4575,86.64,-5.282
1910.6,-0.4575,87.042,-5.2
1910.8,-0.4575,86.577,-5.192
1911,-0.4575,87.143,-5.207
1911.2,-0.4575,87.788,-4.838
1911.4,-0.4575,87.783,-4.82
1911.6,-0.4575,87.865,-4.835
1911.8,-0.4575,87.911,-4.666
1912,-0.4575,88.963,-4.679
1912.2,-0.4575,89.126,-4.663
1912.4,-0.4575,88.715,-4.253
1912.6,-0.4575,89.216,-4.019
1912.8,-0.4575,89.357,-4.655
1913,-0.4575,89.62,-3.849
1913.2,-0.4575,88.91,-3.97
1913.4,-0.4575,90.129,-4.074
1913.6,-0.4575,89.751,-3.998
1913.8,-0.4575,90.608,-4.093
1914,-0.4575,90.325,-3.623
1914.2,-0.4575,91.408,-3.794
1914.4,-0.4575,90.846,-3.727
1914.6,-0.4575,91.094,-4.134
1914.8,-0.4575,91.832,-3.519
1915,-0.4575,92.353,-3.597
1915.2,-0.4575,91.514,-3.437
1915.4,-0.4575,91.702,-3.297
1915.6,-0.4575,92.038,-3.215
1915.8,-0.4575,92.47,-3.157
1916,-0.4575,91.311,-3.169
1916.2,-0.4575,92.592,-2.867
1916.4,-0.4575,92.535,-2.873
1916.6,-0.4575,92.941,-3.12
1916.8,-0.4575,92.448,-3.176
1917,-0.4575,93.162,-2.764
1917.2,-0.4575,92.21,-3.188
1917.4,-0.4575,92.014,-3.703
1917.6,-0.4575,92.493,-2.814
1917.8,-0.4575,93.294,-3.074
1918,-0.4575,93.629,-3.513
1918.2,-0.4575,92.614,-2.647
1918.4,-0.4575,93.322,-2.583
1918.6,-0.4575,93.632,-2.66
1918.8,-0.4575,93.96,-2.539
1919,-0.4575,93.405,-3.07
1919.2,-0.4575,94.245,-3.864
1919.4,-0.4575,93.135,-1.456
1919.6,-0.4575,94.058,-2.045
1919.8,-0.4575,94.509,-2.785
1920,-0.4575,94.073,-2.032
1920.2,-0.4575,94.39,-3.118
1920.4,-0.4575,94.847,-2.372
1920.6,-0.4575,94.27,-2.563
1920.8,-0.4575,94.268,-2.923
1921,-0.4575,94.963,-2.087
1921.2,-0.4575,95.229,-2.585
1921.4,-0.4575,93.833,-2.529
1921.6,-0.4575,95.1,-2.275
1921.8,-0.4575,95.501,-2.551
1922,-0.4575,94.566,-2.396
1922.2,-0.4575,95.026,-2.158
1922.4,-0.4575,94.999,-2.272
1922.6,-0.4575,95.895,-2.313
1922.8,-0.4575,95.188,-2.747
1923,-0.4575,95.438,-1.932
1923.2,-0.4575,95.892,-1.78
1923.4,-0.4575,95.799,-1.993
1923.6,-0.4575,95.521,-2.204
1923.8,-0.4575,95.45,-2.239
1924,-0.4575,95.763,-2.061
1924.2,-0.4575,95.621,-2.121
1924.4,-0.4575,95.731,-1.811
1924.6,-0.4575,95.948,-1.989
1924.8,-0.4575,96.066,-1.95
1925,-0.4575,96.323,-1.98
1925.2,-0.4575,96.796,-1.694
1925.4,-0.4575,96.747,-1.75
1925.6,-0.4575,95.748,-2.159
1925.8,-0.4575,96.251,-1.776
1926,-0.4575,96.374,-1.457
1926.2,-0.4575,96.479,-1.738
1926.4,-0.4575,96.199,-2.23
1926.6,-0.4575,96.554,-0.928
1926.8,-0.4575,97.222,-1.257
1927,-0.4575,96.511,-1.825
1927.2,-0.4575,96.438,-2.064
1927.4,-0.4575,96.365,-1.265
1927.6,-0.4575,97.117,-2.393
1927.8,-0.4575,96.165,-1.302
1928,-0.4575,96.23,-1.54
1928.2,-0.4575,97.393,-1.699
1928.4,-0.4575,96.852,-2.13
1928.6,-0.4575,96.746,-2.362
1928.8,-0.4575,97.037,-1.57
1929,-0.4575,97.354,-2.235
1929.2,-0.4575,96.811,-1.862
1929.4,-0.4575,96.931,-1.622
1929.6,-0.4575,97.572,-1.815
1929.8,-0.4575,95.269,-2.485
1930,-0.4575,97.391,-1.531
1930.2,-0.4575,97.562,-2.418
1930.4,-0.4575,97.392,-0.663
1930.6,-0.4575,96.536,-2.218
1930.8,-0.4575,97.512,-1.718
1931,-0.4575,95.913,-2.074
1931.2,-0.4575,97.838,-0.877
1931.4,-0.4575,97.171,-1.658
1931.6,-0.4575,96.526,-0.825
1931.8,-0.4575,97.406,-1.489
1932,-0.4575,97.673,-2.112
1932.2,-0.4575,97.651,-1.481
1932.4,-0.4575,97.306,-1.872
1932.6,-0.4575,97.859,-1.377
1932.8,-0.4575,97.849,-1.723
1933,-0.4575,96.958,-1.472
1933.2,-0.4575,98.085,-1.544
1933.4,-0.4575,97.629,-2.097
1933.6,-0.4575,97.972,-1.116
1933.8,-0.4575,97.9,-1.112
1934,-0.4575,97.655,-1.274
1934.2,-0.4575,98.291,-1.369
1934.4,-0.4575,97.216,-2.278
1934.6,-0.4575,97.849,-0.96
1934.8,-0.4575,98.012,-1.882
1935,-0.4575,97.788,-2.683
1935.2,-0.4575,98.477,-0.697
1935.4,-0.4575,97.918,-1.348
1935.6,-0.4575,98.552,-2.417
1935.8,-0.4575,97.63,-0.989
1936,-0.4575,98.071,-1.783
1936.2,-0.4575,98.484,-2.229
1936.4,-0.4575,98.844,-0.522
1936.6,-0.4575,97.988,-1.478
1936.8,-0.4575,98.346,-1.066
1937,-0.4575,98.502,-1.784
1937.2,-0.4575,97.631,-1.449
1937.4,-0.4575,98.58,-2.777
1937.6,-0.4575,98.105,-0.693
1937.8,-0.4575,98.716,-1.726
1938,-0.4575,97.974,-1.664
1938.2,-0.4575,97.7,-1.041
1938.4,-0.4575,98.67,-1.471
1938.6,-0.4575,98.698,-1.059
1938.8,-0.4575,95.96,-1.427
1939,-0.4575,98.138,-0.945
1939.2,-0.4575,98.546,-1.155
1939.4,-0.4575,98.556,-1.892
1939.6,-0.4575,98.368,-0.881
1939.8,-0.4575,98.246,-0.923
1940,-0.4575,97.798,-1.594
1940.2,-0.4575,98.528,-2.041
1940.4,-0.4575,98.278,-2.77
1940.6,-0.4575,98.669,-0.451
1940.8,-0.4575,98.739,-1.344
1941,-0.4575,98.3,-1.56
1941.2,-0.4575,98.273,-1.519
1941.4,-0.4575,98.956,-1.761
1941.6,-0.4575,98.425,-2.539
1941.8,-0.4575,99.564,0.07
1942,-0.4575,97.769,-0.803
1942.2,-0.4575,97.81,-1.3
1942.4,-0.4575,98.183,-1.426
1942.6,-0.4575,98.278,-1.335
1942.8,-0.4575,98.018,-0.625
1943,-0.4575,98.807,-1.371
1943.2,-0.4575,97.91,-1.995
1943.4,-0.4575,98.47,-1.339
1943.6,-0.4575,99.447,-1.657
1943.8,-0.4575,98.271,-1.432
1944,-0.4575,98.427,-1.641
1944.2,-0.4575,98.505,-0.976
1944.4,-0.4575,98.876,-0.548
1944.6,-0.4575,98.431,-3.044
1944.8,-0.4575,98.453,-0.812
1945,-0.4575,98.631,-0.828
1945.2,-0.4575,98.169,-2.2
1945.4,-0.4575,98.415,-0.296
1945.6,-0.4575,98.743,-1.102
1945.8,-0.4575,98.591,-1.251
1946,-0.4575,98.341,-0.756
1946.2,-0.4575,98.639,-1.177
1946.4,-0.4575,98.999,-1.644
1946.6,-0.4575,98.882,-2.805
1946.8,-0.4575,98.455,-0.849
1947,-0.4575,98.454,-2.85
1947.2,-0.4575,98.566,-1.443
1947.4,-0.4575,97.832,-1.009
1947.6,-0.4575,98.817,-1.335
1947.8,-0.4575,97.936,-1.222
1948,-0.4575,98.683,-0.399
1948.2,-0.4575,98.806,-0.8
1948.4,-0.4575,98.393,-0.836
1948.6,-0.4575,99.62,-1.442
1948.8,-0.4575,97.738,-1.274
1949,-0.4575,98.94,-1.189
1949.2,-0.4575,98.512,-1.286
1949.4,-0.4575,98.581,-0.821
1949.6,-0.4575,97.358,-1.292
1949.8,-0.4575,98.563,-1.319
1950,-0.4575,98.524,-1.223
1950.2,-0.3575,312.206,152.709
1950.4,-0.3575,213.248,91.126
1950.6,-0.3575,180.904,68.677
1950.8,-0.3575,164.982,56.166
1951,-0.3575,154.214,48.042
1951.2,-0.3575,145.168,41.974
1951.4,-0.3575,139.236,37.723
1951.6,-0.3575,134.681,34.018
1951.8,-0.3575,129.863,31.184
1952,-0.3575,126.816,28.632
1952.2,-0.3575,123.727,26.647
1952.4,-0.3575,121.169,24.909
1952.6,-0.3575,118.43,23.281
1952.8,-0.3575,116.186,21.948
1953,-0.3575,114.669,20.396
1953.2,-0.3575,113.094,19.49
1953.4,-0.3575,110.574,18.813
1953.6,-0.3575,109.969,17.773
1953.8,-0.3575,108.048,17.118
1954,-0.3575,105.854,16.438
1954.2,-0.3575,105.358,15.642
1954.4,-0.3575,103.985,15.126
1954.6,-0.3575,103.257,14.52
1954.8,-0.3575,102.829,13.886
1955,-0.3575,101.64,13.412
1955.2,-0.3575,100.007,12.857
1955.4,-0.3575,99.233,12.688
1955.6,-0.3575,97.798,12.246
1955.8,-0.3575,98.149,11.617
1956,-0.3575,95.255,11.547
1956.2,-0.3575,95.269,10.959
1956.4,-0.3575,94.125,10.633
1956.6,-0.3575,94.657,10.437
1956.8,-0.3575,93.079,10.164
1957,-0.3575,91.987,9.985
1957.2,-0.3575,92.266,9.529
1957.4,-0.3575,92.168,9.588
1957.6,-0.3575,91.045,9.299
1957.8,-0.3575,90.3,8.66
1958,-0.3575,89.965,8.716
1958.2,-0.3575,89.932,8.683
1958.4,-0.3575,89.035,8.284
1958.6,-0.3575,88.34,8.069
1958.8,-0.3575,87.555,8.27
1959,-0.3575,87.147,7.751
1959.2,-0.3575,85.548,7.745
1959.4,-0.3575,86.408,7.56
1959.6,-0.3575,85.386,7.577
1959.8,-0.3575,85.302,7.283
1960,-0.3575,84.244,6.951
1960.2,-0.3575,84.076,7.257
1960.4,-0.3575,84.471,7.011
1960.6,-0.3575,82.722,6.781
1960.8,-0.3575,81.699,6.803
1961,-0.3575,81.904,6.66
1961.2,-0.3575,82.34,6.492
1961.4,-0.3575,82.131,6.406
1961.6,-0.3575,81.272,6.628
1961.8,-0.3575,81.315,6.243
1962,-0.3575,80.109,6.177
1962.2,-0.3575,80.479,6.237
1962.4,-0.3575,79.674,6.097
1962.6,-0.3575,80.306,5.985
1962.8,-0.3575,78.965,5.756
1963,-0.3575,79.012,5.758
1963.2,-0.3575,78.043,5.787
1963.4,-0.3575,79.276,5.542
1963.6,-0.3575,79.235,5.599
1963.8,-0.3575,77.79,5.625
1964,-0.3575,76.732,5.133
1964.2,-0.3575,77.576,5.099
1964.4,-0.3575,75.362,5.121
1964.6,-0.3575,77.801,5.333
1964.8,-0.3575,77.215,4.972
1965,-0.3575,75.067,5.417
1965.2,-0.3575,75.956,4.992
1965.4,-0.3575,73.97,5.01
1965.6,-0.3575,75.799,4.813
1965.8,-0.3575,75.29,4.724
1966,-0.3575,74.528,4.808
1966.2,-0.3575,74.379,4.676
1966.4,-0.3575,74.119,4.56
1966.6,-0.3575,73.699,4.75
1966.8,-0.3575,73.235,4.596
1967,-0.3575,73.674,4.382
1967.2,-0.3575,73.698,4.482
1967.4,-0.3575,72.133,4.556
1967.6,-0.3575,71.502,4.334
1967.8,-0.3575,73.057,4.19
1968,-0.3575,71.382,4.465
1968.2,-0.3575,72.003,4.324
1968.4,-0.3575,71.73,4.066
1968.6,-0.3575,72.106,4.328
1968.8,-0.3575,71.053,4.107
1969,-0.3575,70.793,3.915
1969.2,-0.3575,70.959,3.959
1969.4,-0.3575,70.641,4.158
1969.6,-0.3575,69.733,3.976
1969.8,-0.3575,70.017,4.031
1970,-0.3575,69.416,4.035
1970.2,-0.3575,70.313,3.98
1970.4,-0.3575,69.112,3.714
1970.6,-0.3575,70.308,3.81
1970.8,-0.3575,69.206,3.901
1971,-0.3575,68.351,3.586
1971.2,-0.3575,69.31,3.996
1971.4,-0.3575,68.148,3.75
1971.6,-0.3575,69.116,3.845
1971.8,-0.3575,68.63,3.573
1972,-0.3575,67.617,3.927
1972.2,-0.3575,68.138,3.892
1972.4,-0.3575,67.655,3.858
1972.6,-0.3575,67.408,3.676
1972.8,-0.3575,67.412,3.778
1973,-0.3575,67.572,3.639
1973.2,-0.3575,66.512,3.048
1973.4,-0.3575,66.96,3.711
1973.6,-0.3575,66.648,3.523
1973.8,-0.3575,66.666,3.375
1974,-0.3575,66.951,3.594
1974.2,-0.3575,65.458,3.818
1974.4,-0.3575,66.153,3.385
1974.6,-0.3575,65.916,3.332
1974.8,-0.3575,65.742,3.412
1975,-0.3575,65.358,3.637
1975.2,-0.4575,-133.386,-151.214
1975.4,-0.4575,-32.261,-88.786
1975.6,-0.4575,-1.038,-66.41
1975.8,-0.4575,14.884,-53.997
1976,-0.4575,26.077,-45.537
1976.2,-0.4575,33.482,-39.805
1976.4,-0.4575,38.957,-35.166
1976.6,-0.4575,42.821,-32.036
1976.8,-0.4575,45.915,-28.792
1977,-0.4575,50.309,-26.261
1977.2,-0.4575,53.108,-24.535
1977.4,-0.4575,55.514,-22.779
1977.6,-0.4575,56.802,-20.894
1977.8,-0.4575,58.976,-20.214
1978,-0.4575,60.913,-18.545
1978.2,-0.4575,61.328,-17.868
1978.4,-0.4575,63.003,-16.313
1978.6,-0.4575,64.54,-16.011
1978.8,-0.4575,65.135,-14.762
1979,-0.4575,66.182,-13.965
1979.2,-0.4575,67.486,-14.427
1979.4,-0.4575,67.797,-13.019
1979.6,-0.4575,69.645,-12.653
1979.8,-0.4575,70.449,-11.854
1980,-0.4575,71.277,-11.002
1980.2,-0.4575,70.767,-10.747
1980.4,-0.4575,72.384,-11.113
1980.6,-0.4575,73.16,-10.377
1980.8,-0.4575,73.332,-10.597
1981,-0.4575,74.634,-9.347
1981.2,-0.4575,74.503,-9.04
1981.4,-0.4575,75.123,-8.597
1981.6,-0.4575,75.311,-8.521
1981.8,-0.4575,77.954,-8.308
1982,-0.4575,76.672,-8.146
1982.2,-0.4575,77.438,-8.947
1982.4,-0.4575,77.066,-7.381
1982.6,-0.4575,77.942,-7.338
1982.8,-0.4575,78.327,-6.79
1983,-0.4575,78.33,-7.055
1983.2,-0.4575,79.043,-6.803
1983.4,-0.4575,79.466,-6.504
1983.6,-0.4575,79.771,-6.458
1983.8,-0.4575,80.438,-6.189
1984,-0.4575,81.094,-6.39
1984.2,-0.4575,79.799,-6.067
1984.4,-0.4575,80.89,-5.759
1984.6,-0.4575,81.193,-5.753
1984.8,-0.4575,80.501,-5.655
1985,-0.4575,82.173,-5.751
1985.2,-0.4575,82.412,-5.203
1985.4,-0.4575,82.663,-5.098
1985.6,-0.4575,82.464,-5.128
1985.8,-0.4575,82.157,-4.847
1986,-0.4575,82.476,-4.717
1986.2,-0.4575,83.026,-4.881
1986.4,-0.4575,83.328,-4.643
1986.6,-0.4575,83.638,-4.587
1986.8,-0.4575,83.672,-4.404
1987,-0.4575,83.775,-4.468
1987.2,-0.4575,83.909,-4.508
1987.4,-0.4575,84.594,-4.319
1987.6,-0.4575,84.205,-4.321
1987.8,-0.4575,84.464,-4.28
1988,-0.4575,84.857,-4.079
1988.2,-0.4575,85.448,-4.014
1988.4,-0.4575,85.483,-4.155
1988.6,-0.4575,85.176,-3.975
1988.8,-0.4575,85.479,-3.959
1989,-0.4575,85.213,-4.023
1989.2,-0.4575,86.186,-3.815
1989.4,-0.4575,84.902,-3.84
1989.6,-0.4575,85.908,-3.69
1989.8,-0.4575,85.846,-4.529
1990,-0.4575,86.377,-3.718
1990.2,-0.4575,86.341,-3.203
1990.4,-0.4575,86.121,-4.432
1990.6,-0.4575,86.277,-2.922
1990.8,-0.4575,86.47,-2.996
1991,-0.4575,86.564,-2.8
1991.2,-0.4575,87.393,-2.991
1991.4,-0.4575,87.598,-3.177
1991.6,-0.4575,86.865,-3.307
1991.8,-0.4575,87.179,-3.467
1992,-0.4575,87.596,-2.769
1992.2,-0.4575,87.639,-2.965
1992.4,-0.4575,87.313,-2.95
1992.6,-0.4575,87.809,-3.044
1992.8,-0.4575,87.837,-2.752
1993,-0.4575,88,-2.793
1993.2,-0.4575,87.298,-2.82
1993.4,-0.4575,87.697,-2.676
1993.6,-0.4575,88.526,-2.726
1993.8,-0.4575,87.703,-3.058
1994,-0.4575,88.078,-2.705
1994.2,-0.4575,88.605,-2.717
1994.4,-0.4575,88.205,-2.669
1994.6,-0.4575,87.74,-2.549
1994.8,-0.4575,88.086,-2.587
1995,-0.4575,88.827,-2.658
1995.2,-0.4575,88.668,-2.65
1995.4,-0.4575,88.298,-2.838
1995.6,-0.4575,88.674,-2.682
1995.8,-0.4575,89.193,-2.575
1996,-0.4575,88.695,-2.552
1996.2,-0.4575,88.978,-2.518
1996.4,-0.4575,89.295,-2.218
1996.6,-0.4575,89.68,-2.274
1996.8,-0.4575,88.697,-2.693
1997,-0.4575,88.808,-2.441
1997.2,-0.4575,89.628,-2.262
1997.4,-0.4575,89.496,-2.12
1997.6,-0.4575,89.28,-2.502
1997.8,-0.4575,89.424,-2.356
1998,-0.4575,90.106,-2.173
1998.2,-0.4575,89.447,-2.5
1998.4,-0.4575,89.537,-2.374
1998.6,-0.4575,89.921,-2.092
1998.8,-0.4575,90.212,-2.601
1999,-0.4575,89.75,-2.276
1999.2,-0.4575,89.832,-2.145
1999.4,-0.4575,90.78,-2.277
1999.6,-0.4575,89.868,-2.518
1999.8,-0.4575,89.911,-1.995
2000,-0.4575,90.371,-2.022
2000.2,-0.8,-664.674,-510.376
2000.4,-0.8,-337.989,-304.372
2000.6,-0.8,-242.405,-230.766
2000.8,-0.8,-194.45,-190.205
2001,-0.8,-165.304,-164.221
2001.2,-0.8,-147.047,-145.563
2001.4,-0.8,-132.83,-130.692
2001.6,-0.8,-121.11,-119.666
2001.8,-0.8,-113.14,-110.265
2002,-0.8,-106.911,-103.191
2002.2,-0.8,-100.442,-96.38
2002.4,-0.8,-95.109,-92.184
2002.6,-0.8,-93.091,-85.315
2002.8,-0.8,-88.085,-81.136
2003,-0.8,-84.506,-77.771
2003.2,-0.8,-81.967,-74.426
2003.4,-0.8,-80.586,-70.988
2003.6,-0.8,-77.765,-69.161
2003.8,-0.8,-74.907,-63.828
2004,-0.8,-73.884,-62.775
2004.2,-0.8,-72.859,-60.714
2004.4,-0.8,-70.239,-59.19
2004.6,-0.8,-68.808,-56.961
2004.8,-0.8,-68.385,-55.304
2005,-0.8,-67.134,-53.983
2005.2,-0.8,-65.43,-52.138
2005.4,-0.8,-64.487,-50.882
2005.6,-0.8,-63.658,-49.486
2005.8,-0.8,-63.28,-47.779
2006,-0.8,-61.462,-46.972
2006.2,-0.8,-61.174,-46.006
2006.4,-0.8,-60.593,-45.071
2006.6,-0.8,-59.189,-43.811
2006.8,-0.8,-58.345,-43.43
2007,-0.8,-58.699,-42.21
2007.2,-0.8,-58.572,-41.275
2007.4,-0.8,-56.289,-40.997
2007.6,-0.8,-56.112,-39.29
2007.8,-0.8,-55.913,-38.834
2008,-0.8,-54.952,-38.877
2008.2,-0.8,-53.772,-37.418
2008.4,-0.8,-54.798,-36.998
2008.6,-0.8,-55.21,-36.769
2008.8,-0.8,-52.929,-35.658
2009,-0.8,-52.528,-35.178
2009.2,-0.8,-53.259,-34.939
2009.4,-0.8,-52.323,-33.813
2009.6,-0.8,-51.362,-34.241
2009.8,-0.8,-51.825,-33.286
2010,-0.8,-52.128,-32.872
2010.2,-0.8,-51.009,-32.529
2010.4,-0.8,-49.714,-31.497
2010.6,-0.8,-50.887,-31.319
2010.8,-0.8,-50.778,-31.512
2011,-0.8,-49.72,-30.649
2011.2,-0.8,-49.371,-30.208
2011.4,-0.8,-50.389,-30.342
2011.6,-0.8,-49.063,-29.614
2011.8,-0.8,-48.147,-28.84
2012,-0.8,-48.498,-29.437
2012.2,-0.8,-49.15,-29.041
2012.4,-0.8,-48.412,-28.361
2012.6,-0.8,-47.264,-27.458
2012.8,-0.8,-47.548,-27.312
2013,-0.8,-47.373,-27.381
2013.2,-0.8,-47.129,-27.66
2013.4,-0.8,-46.455,-26.037
2013.6,-0.8,-47.47,-26.537
2013.8,-0.8,-46.734,-26.979
2014,-0.8,-46.038,-26.062
2014.2,-0.8,-45.97,-26.237
2014.4,-0.8,-46.107,-26.218
2014.6,-0.8,-45.911,-25.297
2014.8,-0.8,-45.174,-25.651
2015,-0.8,-45.545,-24.778
2015.2,-0.8,-45.856,-24.721
2015.4,-0.8,-44.97,-24.591
2015.6,-0.8,-44.665,-24.652
2015.8,-0.8,-45.12,-24.704
2016,-0.8,-44.576,-23.059
2016.2,-0.8,-44.357,-24.188
2016.4,-0.8,-43.835,-23.794
2016.6,-0.8,-44.484,-23.229
2016.8,-0.8,-43.944,-23.803
2017,-0.8,-43.107,-23.1
2017.2,-0.8,-44.006,-22.958
2017.4,-0.8,-43.675,-22.942
2017.6,-0.8,-43.55,-22.662
2017.8,-0.8,-41.923,-23.457
2018,-0.8,-43.349,-22.257
2018.2,-0.8,-43.675,-22.378
2018.4,-0.8,-41.74,-22.778
2018.6,-0.8,-42.936,-22.7
2018.8,-0.8,-42.976,-21.137
2019,-0.8,-41.99,-21.686
2019.2,-0.8,-41.151,-22.2
2019.4,-0.8,-42.329,-21.377
2019.6,-0.8,-42.486,-21.589
2019.8,-0.8,-42.011,-21.175
2020,-0.8,-41.538,-21.323
2020.2,-0.8,-41.956,-20.557
2020.4,-0.8,-41.254,-22.212
2020.6,-0.8,-40.868,-20.546
2020.8,-0.8,-41.713,-22.1
2021,-0.8,-41.635,-19.811
2021.2,-0.8,-41.468,-20.617
2021.4,-0.8,-39.973,-19.218
2021.6,-0.8,-41.199,-19.657
2021.8,-0.8,-41.245,-20.404
2022,-0.8,-41.11,-19.995
2022.2,-0.8,-40.657,-19.649
2022.4,-0.8,-41.451,-18.296
2022.6,-0.8,-41.059,-18.298
2022.8,-0.8,-40.055,-19.056
2023,-0.8,-40.077,-20.329
2023.2,-0.8,-41.103,-18.734
2023.4,-0.8,-40.429,-19.521
2023.6,-0.8,-39.468,-19.709
2023.8,-0.8,-40.462,-19.089
2024,-0.8,-40.355,-18.528
2024.2,-0.8,-39.976,-18.649
2024.4,-0.8,-39.204,-18.557
2024.6,-0.8,-40.357,-19.145
2024.8,-0.8,-40.064,-18.256
2025,-0.8,-39.506,-19.075
2025.2,-0.8,-39.224,-18.343
