Time /s,Voltage (V) vs Ref. ,WT,Blank
0.2,-0.8,-66.197,-29.102
0.4,-0.8,-65.36,-28.18
0.6,-0.8,-65.676,-27.911
0.8,-0.8,-65.532,-27.38
1,-0.8,-65.625,-26.513
1.2,-0.8,-65.016,-25.924
1.4,-0.8,-65.377,-25.487
1.6,-0.8,-68.579,-25.007
1.8,-0.8,-65.233,-24.828
2,-0.8,-64.431,-24.292
2.2,-0.8,-65.655,-23.881
2.4,-0.8,-66.299,-23.549
2.6,-0.8,-66.487,-23.281
2.8,-0.8,-65.139,-23.04
3,-0.8,-65.63,-22.61
3.2,-0.8,-64.707,-22.406
3.4,-0.8,-65.415,-22.297
3.6,-0.8,-65.184,-21.907
3.8,-0.8,-65.855,-21.457
4,-0.8,-65.753,-21.415
4.2,-0.8,-65.046,-21.151
4.4,-0.8,-64.257,-20.712
4.6,-0.8,-65.292,-20.602
4.8,-0.8,-64.809,-20.591
5,-0.8,-65.012,-20.112
5.2,-0.8,-65.245,-19.982
5.4,-0.8,-65.688,-20.205
5.6,-0.8,-65.133,-19.529
5.8,-0.8,-64.805,-19.388
6,-0.8,-64.155,-19.135
6.2,-0.8,-66.628,-19.288
6.4,-0.8,-66.52,-18.92
6.6,-0.8,-64.437,-18.647
6.8,-0.8,-64.605,-18.441
7,-0.8,-64.919,-18.321
7.2,-0.8,-65.625,-18.339
7.4,-0.8,-64.449,-18.063
7.6,-0.8,-65.424,-18.081
7.8,-0.8,-65.803,-17.706
8,-0.8,-65.706,-17.612
8.2,-0.8,-66.045,-17.57
8.4,-0.8,-64.567,-17.335
8.6,-0.8,-65.893,-17.372
8.8,-0.8,-64.753,-17.276
9,-0.8,-64.878,-16.938
9.2,-0.8,-64.753,-16.743
9.4,-0.8,-65.125,-16.964
9.6,-0.8,-64.691,-16.657
9.8,-0.8,-65.416,-16.609
10,-0.8,-65.029,-16.183
10.2,-0.8,-64.314,-16.464
10.4,-0.8,-64.613,-16.094
10.6,-0.8,-65.717,-16.092
10.8,-0.8,-65.15,-16.212
11,-0.8,-65.793,-16.103
11.2,-0.8,-66.026,-16.126
11.4,-0.8,-65.226,-15.363
11.6,-0.8,-64.46,-15.742
11.8,-0.8,-63.645,-15.879
12,-0.8,-62.644,-15.487
12.2,-0.8,-64.712,-15.358
12.4,-0.8,-62.475,-15.455
12.6,-0.8,-64.398,-15.571
12.8,-0.8,-64.088,-15.542
13,-0.8,-65.829,-15.341
13.2,-0.8,-64.656,-15.385
13.4,-0.8,-65.249,-15.006
13.6,-0.8,-65.457,-15.136
13.8,-0.8,-64.442,-15.048
14,-0.8,-64.847,-15.134
14.2,-0.8,-65.896,-14.516
14.4,-0.8,-64.875,-14.939
14.6,-0.8,-64.68,-14.826
14.8,-0.8,-63.789,-14.627
15,-0.8,-63.899,-15.052
15.2,-0.8,-64.956,-15.125
15.4,-0.8,-63.98,-14.596
15.6,-0.8,-64.956,-14.473
15.8,-0.8,-63.857,-14.918
16,-0.8,-64.52,-14.18
16.2,-0.8,-64.532,-14.359
16.4,-0.8,-64.774,-14.293
16.6,-0.8,-64.219,-14.45
16.8,-0.8,-64.027,-14.407
17,-0.8,-64.497,-14.103
17.2,-0.8,-65.123,-14.551
17.4,-0.8,-64.858,-14.158
17.6,-0.8,-64.29,-13.938
17.8,-0.8,-64.062,-13.648
18,-0.8,-62.86,-14.738
18.2,-0.8,-64.81,-13.489
18.4,-0.8,-63.376,-13.582
18.6,-0.8,-64.683,-13.522
18.8,-0.8,-64.12,-13.508
19,-0.8,-63.599,-13.995
19.2,-0.8,-64.744,-13.671
19.4,-0.8,-63.473,-13.656
19.6,-0.8,-64.474,-13.355
19.8,-0.8,-64.61,-13.49
20,-0.8,-63.597,-13.57
20.2,-0.8,-64.237,-13.644
20.4,-0.8,-63.909,-13.569
20.6,-0.8,-64.186,-13.467
20.8,-0.8,-63.331,-13.595
21,-0.8,-64.198,-13.195
21.2,-0.8,-64.319,-13.155
21.4,-0.8,-64.189,-13.487
21.6,-0.8,-64.072,-12.804
21.8,-0.8,-64.951,-13.056
22,-0.8,-62.793,-13.46
22.2,-0.8,-64.463,-12.938
22.4,-0.8,-64.744,-13.133
22.6,-0.8,-64.469,-13.009
22.8,-0.8,-64.279,-12.805
23,-0.8,-63.66,-12.8
23.2,-0.8,-64.242,-12.828
23.4,-0.8,-64.337,-12.967
23.6,-0.8,-64.162,-13.135
23.8,-0.8,-63.639,-12.733
24,-0.8,-64.502,-12.695
24.2,-0.8,-64.079,-12.902
24.4,-0.8,-65.214,-12.961
24.6,-0.8,-61.957,-12.52
24.8,-0.8,-64.75,-13.018
25,-0.8,-63.805,-12.422
25.2,-0.8,-63.108,-12.517
25.4,-0.8,-63.185,-12.459
25.6,-0.8,-63.197,-12.947
25.8,-0.8,-63.249,-12.169
26,-0.8,-64.681,-11.939
26.2,-0.8,-64.518,-12.565
26.4,-0.8,-64.497,-12.535
26.6,-0.8,-64.683,-12.446
26.8,-0.8,-64.799,-12.749
27,-0.8,-65.092,-12.826
27.2,-0.8,-64.267,-12.245
27.4,-0.8,-64.135,-12.537
27.6,-0.8,-63.371,-12.511
27.8,-0.8,-63.329,-12.248
28,-0.8,-63.627,-12.154
28.2,-0.8,-64.161,-12.385
28.4,-0.8,-63.58,-12.197
28.6,-0.8,-63.922,-12.288
28.8,-0.8,-63.199,-12.074
29,-0.8,-64.138,-12.339
29.2,-0.8,-64.125,-12.409
29.4,-0.8,-62.859,-12.146
29.6,-0.8,-63.231,-12.188
29.8,-0.8,-63.68,-12.153
30,-0.8,-63.129,-12.226
30.2,-0.8,-63.835,-12.303
30.4,-0.8,-63.499,-12.043
30.6,-0.8,-64.793,-12.136
30.8,-0.8,-63.559,-12.167
31,-0.8,-63.538,-12.179
31.2,-0.8,-63.784,-12.056
31.4,-0.8,-64.702,-12.109
31.6,-0.8,-63.094,-12.016
31.8,-0.8,-63.512,-11.807
32,-0.8,-63.222,-12.111
32.2,-0.8,-63.811,-11.78
32.4,-0.8,-63.698,-11.777
32.6,-0.8,-63.336,-12.06
32.8,-0.8,-65.102,-11.757
33,-0.8,-63.123,-11.77
33.2,-0.8,-63.434,-11.703
33.4,-0.8,-63.783,-11.771
33.6,-0.8,-63.705,-11.563
33.8,-0.8,-63.189,-11.78
34,-0.8,-63.69,-11.912
34.2,-0.8,-65.857,-11.737
34.4,-0.8,-63.171,-11.687
34.6,-0.8,-62.222,-11.799
34.8,-0.8,-63.499,-11.585
35,-0.8,-66.118,-11.77
35.2,-0.8,-65.434,-11.766
35.4,-0.8,-63.654,-11.734
35.6,-0.8,-64.063,-11.524
35.8,-0.8,-63.785,-11.723
36,-0.8,-63.029,-11.686
36.2,-0.8,-64.15,-11.757
36.4,-0.8,-63.48,-11.513
36.6,-0.8,-64.105,-11.574
36.8,-0.8,-64.821,-11.596
37,-0.8,-63.586,-11.278
37.2,-0.8,-64.332,-11.593
37.4,-0.8,-63.387,-11.883
37.6,-0.8,-63.681,-11.713
37.8,-0.8,-63.698,-11.105
38,-0.8,-62.581,-11.794
38.2,-0.8,-62.116,-11.481
38.4,-0.8,-63.778,-11.615
38.6,-0.8,-65.685,-11.557
38.8,-0.8,-62.67,-11.594
39,-0.8,-62.8,-12
39.2,-0.8,-62.996,-11.333
39.4,-0.8,-63.314,-11.777
39.6,-0.8,-63.579,-11.496
39.8,-0.8,-64.696,-11.415
40,-0.8,-63.7,-11.539
40.2,-0.8,-63.419,-11.321
40.4,-0.8,-62.62,-11.35
40.6,-0.8,-67.026,-11.487
40.8,-0.8,-62.669,-11.323
41,-0.8,-63.667,-11.482
41.2,-0.8,-63.363,-11.384
41.4,-0.8,-63.654,-11.317
41.6,-0.8,-63.488,-11.245
41.8,-0.8,-63.335,-11.288
42,-0.8,-62.776,-11.283
42.2,-0.8,-64.408,-10.954
42.4,-0.8,-62.556,-11.252
42.6,-0.8,-61.522,-11.115
42.8,-0.8,-62.421,-11.351
43,-0.8,-63.733,-11.221
43.2,-0.8,-63.001,-11.248
43.4,-0.8,-63.517,-11.268
43.6,-0.8,-63.098,-11.161
43.8,-0.8,-62.891,-11.07
44,-0.8,-64.267,-11.135
44.2,-0.8,-64.874,-11.216
44.4,-0.8,-63.752,-11.124
44.6,-0.8,-63.101,-11.027
44.8,-0.8,-63.439,-11.178
45,-0.8,-63.906,-11.185
45.2,-0.8,-63.177,-10.922
45.4,-0.8,-63.268,-11.116
45.6,-0.8,-62.731,-10.655
45.8,-0.8,-63.524,-10.694
46,-0.8,-64.029,-10.897
46.2,-0.8,-64.08,-11.438
46.4,-0.8,-62.97,-11.052
46.6,-0.8,-62.456,-11.047
46.8,-0.8,-62.696,-10.339
47,-0.8,-63.064,-11.807
47.2,-0.8,-63.391,-10.436
47.4,-0.8,-62.793,-11.027
47.6,-0.8,-62.649,-10.933
47.8,-0.8,-63.273,-10.868
48,-0.8,-61.567,-11.25
48.2,-0.8,-62.353,-10.763
48.4,-0.8,-60.104,-11.018
48.6,-0.8,-63.196,-10.968
48.8,-0.8,-62.903,-11.102
49,-0.8,-61.615,-10.739
49.2,-0.8,-63.088,-11.316
49.4,-0.8,-62.417,-10.4
49.6,-0.8,-62.805,-11.106
49.8,-0.8,-62.004,-10.927
50,-0.8,-63.058,-10.723
50.2,-0.545,2963,296.457
50.4,-0.545,2305.08,170.477
50.6,-0.545,1991.53,125.026
50.8,-0.545,1789.83,100.571
51,-0.545,1647.09,84.37
51.2,-0.545,1535.19,72.801
51.4,-0.545,1446.01,63.832
51.6,-0.545,1372.84,57.605
51.8,-0.545,1310.8,51.7
52,-0.545,1259.04,47.4
52.2,-0.545,1212.42,43.712
52.4,-0.545,1173.94,40.645
52.6,-0.545,1137.67,37.045
52.8,-0.545,1106.22,34.553
53,-0.545,1079.64,33.031
53.2,-0.545,1054.25,30.994
53.4,-0.545,1032.19,28.975
53.6,-0.545,1010.93,27.486
53.8,-0.545,992.806,25.788
54,-0.545,975.647,24.522
54.2,-0.545,960.05,23.106
54.4,-0.545,945.561,22.921
54.6,-0.545,932.384,21.533
54.8,-0.545,920.398,20.712
55,-0.545,908.64,19.814
55.2,-0.545,898.171,18.743
55.4,-0.545,887.475,17.87
55.6,-0.545,879.867,17.397
55.8,-0.545,870.554,16.727
56,-0.545,861.391,16.477
56.2,-0.545,853.772,15.65
56.4,-0.545,845.838,15.41
56.6,-0.545,839.238,14.409
56.8,-0.545,832.755,14.177
57,-0.545,827.136,13.914
57.2,-0.545,820.35,13.063
57.4,-0.545,815.404,12.581
57.6,-0.545,809.841,12.431
57.8,-0.545,804.575,12
58,-0.545,799.077,11.725
58.2,-0.545,795.145,11.093
58.4,-0.545,791.125,11.254
58.6,-0.545,786.219,10.677
58.8,-0.545,782.697,10.667
59,-0.545,778.83,10.109
59.2,-0.545,775.1,9.759
59.4,-0.545,769.971,9.693
59.6,-0.545,767.419,9.04
59.8,-0.545,763.59,8.955
60,-0.545,760.765,9.034
60.2,-0.545,757.161,8.619
60.4,-0.545,754.588,8.402
60.6,-0.545,752.287,8.109
60.8,-0.545,748.572,7.77
61,-0.545,747.027,7.857
61.2,-0.545,743.354,7.639
61.4,-0.545,741.493,7.15
61.6,-0.545,737.971,7.112
61.8,-0.545,736.459,6.995
62,-0.545,733.616,6.991
62.2,-0.545,732.022,6.667
62.4,-0.545,729.405,6.765
62.6,-0.545,727.822,6.168
62.8,-0.545,724.911,6.23
63,-0.545,722.693,6.332
63.2,-0.545,720.859,6.027
63.4,-0.545,718.266,6.146
63.6,-0.545,716.965,5.564
63.8,-0.545,715.219,5.76
64,-0.545,713.122,5.509
64.2,-0.545,711.399,4.294
64.4,-0.545,710.146,5.486
64.6,-0.545,707.255,5.17
64.8,-0.545,706.04,5.085
65,-0.545,704.858,4.936
65.2,-0.545,702.024,4.778
65.4,-0.545,701.109,4.887
65.6,-0.545,699.447,4.535
65.8,-0.545,697.813,4.469
66,-0.545,696.161,4.471
66.2,-0.545,694.815,4.242
66.4,-0.545,694.33,4.352
66.6,-0.545,692.01,4.333
66.8,-0.545,690.413,4.541
67,-0.545,689.265,3.941
67.2,-0.545,687.604,4.238
67.4,-0.545,685.705,4.112
67.6,-0.545,685.08,3.944
67.8,-0.545,684.188,3.735
68,-0.545,681.787,3.924
68.2,-0.545,680.943,3.944
68.4,-0.545,680.053,3.646
68.6,-0.545,678.966,3.595
68.8,-0.545,676.636,3.39
69,-0.545,675.863,3.582
69.2,-0.545,675.372,3.335
69.4,-0.545,673.791,3.016
69.6,-0.545,672.945,3.93
69.8,-0.545,672.076,3.382
70,-0.545,671.592,2.846
70.2,-0.545,669.459,2.556
70.4,-0.545,668.826,3.115
70.6,-0.545,668.66,2.284
70.8,-0.545,666.723,3.198
71,-0.545,665.629,2.763
71.2,-0.545,665.56,2.582
71.4,-0.545,665.346,2.545
71.6,-0.545,662.836,2.774
71.8,-0.545,662.144,2.484
72,-0.545,661.731,2.549
72.2,-0.545,661.15,2.627
72.4,-0.545,658.417,2.381
72.6,-0.545,658.548,2.42
72.8,-0.545,658.273,2.108
73,-0.545,656.753,2.091
73.2,-0.545,655.413,2.112
73.4,-0.545,654.28,2.211
73.6,-0.545,654.512,2.483
73.8,-0.545,653.172,2.099
74,-0.545,652.368,2.05
74.2,-0.545,652.27,1.846
74.4,-0.545,650.877,1.761
74.6,-0.545,649.213,1.813
74.8,-0.545,648.423,1.66
75,-0.545,648.62,1.971
75.2,-0.545,647.43,1.475
75.4,-0.545,646.588,1.361
75.6,-0.545,645.999,1.063
75.8,-0.545,646.252,1.381
76,-0.545,643.843,1.714
76.2,-0.545,642.785,2.12
76.4,-0.545,643.219,1.636
76.6,-0.545,642.279,1.482
76.8,-0.545,640.491,1.49
77,-0.545,640.504,1.095
77.2,-0.545,641.124,1.336
77.4,-0.545,638.994,1.023
77.6,-0.545,637.748,1.397
77.8,-0.545,638.096,1.337
78,-0.545,637.169,1.05
78.2,-0.545,636.358,0.907
78.4,-0.545,636.106,1.161
78.6,-0.545,635.48,1.416
78.8,-0.545,634.51,1.029
79,-0.545,633.391,0.729
79.2,-0.545,633.11,0.943
79.4,-0.545,633.063,1.107
79.6,-0.545,631.453,0.849
79.8,-0.545,630.999,1.257
80,-0.545,631.481,1.01
80.2,-0.545,630.431,0.677
80.4,-0.545,629.465,1.08
80.6,-0.545,629.06,1.004
80.8,-0.545,628.737,0.803
81,-0.545,627.958,0.725
81.2,-0.545,627.042,0.781
81.4,-0.545,627.471,0.751
81.6,-0.545,627.171,0.858
81.8,-0.545,625.364,0.764
82,-0.545,624.721,0.632
82.2,-0.545,624.654,0.938
82.4,-0.545,624.293,0.624
82.6,-0.545,622.908,0.497
82.8,-0.545,622.542,0.565
83,-0.545,623.129,0.496
83.2,-0.545,621.725,0.714
83.4,-0.545,620.5,0.788
83.6,-0.545,621.388,0.522
83.8,-0.545,621.016,0.431
84,-0.545,619.36,0.6
84.2,-0.545,619.611,0.468
84.4,-0.545,619.326,0.269
84.6,-0.545,618.478,0.426
84.8,-0.545,616.751,0.416
85,-0.545,616.861,0.366
85.2,-0.545,617.374,0.21
85.4,-0.545,616.917,0.328
85.6,-0.545,616.047,0.278
85.8,-0.545,615.652,0.351
86,-0.545,616.032,0.382
86.2,-0.545,614.027,0.514
86.4,-0.545,614.023,0.3
86.6,-0.545,614.246,0.295
86.8,-0.545,613.69,0.402
87,-0.545,612.355,0.031
87.2,-0.545,612.156,0.002
87.4,-0.545,612.82,0.261
87.6,-0.545,611.143,0.063
87.8,-0.545,611.305,-0.154
88,-0.545,611.224,0.078
88.2,-0.545,610.539,0.123
88.4,-0.545,609.266,0.07
88.6,-0.545,608.561,0.053
88.8,-0.545,609.796,0.044
89,-0.545,608.352,0.073
89.2,-0.545,607.866,-0.097
89.4,-0.545,607.827,-0.022
89.6,-0.545,607.981,-0.152
89.8,-0.545,606.051,-0.069
90,-0.545,606.109,-0.147
90.2,-0.545,605.984,-0.343
90.4,-0.545,605.597,-0.119
90.6,-0.545,604.795,-0.189
90.8,-0.545,604.352,-0.105
91,-0.545,605.248,-0.075
91.2,-0.545,603.684,-0.037
91.4,-0.545,602.637,-0.098
91.6,-0.545,602.978,-0.257
91.8,-0.545,603.5,0.05
92,-0.545,601.761,-0.538
92.2,-0.545,601.73,-0.299
92.4,-0.545,602.257,0.239
92.6,-0.545,601.414,-0.052
92.8,-0.545,599.564,-0.357
93,-0.545,600.084,-0.053
93.2,-0.545,600.234,-0.199
93.4,-0.545,599.447,-0.477
93.6,-0.545,598.722,-0.23
93.8,-0.545,598.793,-0.408
94,-0.545,598.788,-0.357
94.2,-0.545,598.066,-0.626
94.4,-0.545,597.54,0.022
94.6,-0.545,597.674,-0.42
94.8,-0.545,596.514,-0.288
95,-0.545,596.448,-0.444
95.2,-0.545,595.835,-0.275
95.4,-0.545,596.163,-0.46
95.6,-0.545,595.158,-0.242
95.8,-0.545,595.091,-0.548
96,-0.545,594.575,-0.821
96.2,-0.545,594.798,-0.024
96.4,-0.545,594.043,-0.488
96.6,-0.545,594.347,-0.362
96.8,-0.545,593.85,-0.401
97,-0.545,592.858,-0.453
97.2,-0.545,592.579,-0.801
97.4,-0.545,592.339,-0.922
97.6,-0.545,593.906,-0.254
97.8,-0.545,591.955,-0.946
98,-0.545,591.037,-0.327
98.2,-0.545,591.266,-0.764
98.4,-0.545,591.566,-0.504
98.6,-0.545,591.089,-0.557
98.8,-0.545,590.148,-0.846
99,-0.545,590.71,-0.986
99.2,-0.545,589.842,-0.567
99.4,-0.545,588.836,-0.641
99.6,-0.545,588.884,-0.894
99.8,-0.545,589.36,-0.695
100,-0.545,588.38,-0.466
100.2,-0.445,951.632,172.269
100.4,-0.445,767.222,101.478
100.6,-0.445,687.275,75.42
100.8,-0.445,632.346,62.095
101,-0.445,593.019,53.456
101.2,-0.445,561.877,46.212
101.4,-0.445,534.269,41.108
101.6,-0.445,511.122,37.271
101.8,-0.445,490.775,34.331
102,-0.445,474.638,32.233
102.2,-0.445,458.215,29.543
102.4,-0.445,444.28,27.22
102.6,-0.445,431.862,26.127
102.8,-0.445,420.966,24.193
103,-0.445,409.578,23.418
103.2,-0.445,400.489,22.157
103.4,-0.445,391.991,20.991
103.6,-0.445,384.569,20.246
103.8,-0.445,375.759,19.077
104,-0.445,368.999,18.03
104.2,-0.445,363.556,17.714
104.4,-0.445,356.025,17.046
104.6,-0.445,349.642,16.699
104.8,-0.445,345.15,15.955
105,-0.445,340.128,15.473
105.2,-0.445,334.6,15.117
105.4,-0.445,330.077,14.528
105.6,-0.445,326.611,14.128
105.8,-0.445,321.706,13.707
106,-0.445,317.203,13.209
106.2,-0.445,313.865,13.009
106.4,-0.445,310.994,12.503
106.6,-0.445,306.791,12.338
106.8,-0.445,303.942,11.815
107,-0.445,300.668,11.708
107.2,-0.445,298.149,11.462
107.4,-0.445,294.159,11.294
107.6,-0.445,291.532,10.833
107.8,-0.445,289.445,10.562
108,-0.445,286.686,10.785
108.2,-0.445,283.678,10.379
108.4,-0.445,281.854,9.989
108.6,-0.445,279.96,9.822
108.8,-0.445,277.09,9.536
109,-0.445,274.7,9.524
109.2,-0.445,273.205,9.154
109.4,-0.445,271.863,9.148
109.6,-0.445,268.466,8.691
109.8,-0.445,266.878,8.918
110,-0.445,265.941,8.777
110.2,-0.445,262.606,8.942
110.4,-0.445,260.931,8.294
110.6,-0.445,260.024,8.139
110.8,-0.445,258.551,8.517
111,-0.445,255.787,7.815
111.2,-0.445,255.07,7.745
111.4,-0.445,253.326,7.929
111.6,-0.445,252.354,7.766
111.8,-0.445,250.097,7.572
112,-0.445,248.56,7.176
112.2,-0.445,248.206,7.145
112.4,-0.445,245.84,7.225
112.6,-0.445,244.711,7.096
112.8,-0.445,243.567,6.985
113,-0.445,242.551,6.616
113.2,-0.445,240.688,6.167
113.4,-0.445,240.086,7.106
113.6,-0.445,238.907,6.197
113.8,-0.445,237.196,6.515
114,-0.445,235.912,6.498
114.2,-0.445,235.194,6.539
114.4,-0.445,234.524,6.557
114.6,-0.445,232.579,6.193
114.8,-0.445,231.744,6.144
115,-0.445,231.579,5.965
115.2,-0.445,229.888,6.078
115.4,-0.445,228.612,5.783
115.6,-0.445,227.918,5.64
115.8,-0.445,227.646,5.702
116,-0.445,225.613,5.389
116.2,-0.445,224.485,5.331
116.4,-0.445,224.163,5.748
116.6,-0.445,223.661,5.371
116.8,-0.445,221.64,5.381
117,-0.445,221.624,5.301
117.2,-0.445,221.224,5.297
117.4,-0.445,219.956,5.006
117.6,-0.445,218.67,5.045
117.8,-0.445,218.321,5.029
118,-0.445,217.361,5.069
118.2,-0.445,216.394,4.9
118.4,-0.445,216.025,4.876
118.6,-0.445,215.39,4.833
118.8,-0.445,214.864,4.832
119,-0.445,213.561,4.805
119.2,-0.445,213.088,4.78
119.4,-0.445,212.706,4.717
119.6,-0.445,211.57,4.806
119.8,-0.445,210.539,4.434
120,-0.445,209.898,4.709
120.2,-0.445,209.965,4.485
120.4,-0.445,209.135,4.416
120.6,-0.445,208.366,4.527
120.8,-0.445,207.92,4.342
121,-0.445,207.015,4.141
121.2,-0.445,205.806,4.192
121.4,-0.445,205.553,4.363
121.6,-0.445,205.523,4.115
121.8,-0.445,204.644,4.161
122,-0.445,203.641,4.347
122.2,-0.445,203.926,4.049
122.4,-0.445,203.22,3.952
122.6,-0.445,202.414,4.149
122.8,-0.445,201.585,4.018
123,-0.445,201.526,3.977
123.2,-0.445,201.036,3.919
123.4,-0.445,200.088,4.043
123.6,-0.445,199.657,3.841
123.8,-0.445,199.239,3.601
124,-0.445,198.546,3.907
124.2,-0.445,197.838,3.632
124.4,-0.445,197.227,3.701
124.6,-0.445,197.609,3.638
124.8,-0.445,196.879,3.516
125,-0.445,195.585,3.813
125.2,-0.445,195.292,3.752
125.4,-0.445,195.29,3.597
125.6,-0.445,194.072,3.254
125.8,-0.445,193.72,3.476
126,-0.445,193.553,3.18
126.2,-0.445,193.372,3.374
126.4,-0.445,192.837,3.523
126.6,-0.445,192.2,3.407
126.8,-0.445,192.013,3.587
127,-0.445,191.129,2.929
127.2,-0.445,190.422,3.32
127.4,-0.445,190.386,3.249
127.6,-0.445,190.056,3.174
127.8,-0.445,189.185,3.229
128,-0.445,189.231,3.094
128.2,-0.445,189.113,2.781
128.4,-0.445,188.675,3.402
128.6,-0.445,187.587,3.164
128.8,-0.445,187.207,3.049
129,-0.445,187.673,3.163
129.2,-0.445,186.614,2.827
129.4,-0.445,186.81,3.066
129.6,-0.445,186.458,2.872
129.8,-0.445,185.512,3.449
130,-0.445,184.952,2.779
130.2,-0.445,184.838,2.91
130.4,-0.445,184.726,2.952
130.6,-0.445,184.291,2.834
130.8,-0.445,183.464,2.903
131,-0.445,183.853,2.666
131.2,-0.445,183.316,3.013
131.4,-0.445,182.5,2.789
131.6,-0.445,182.286,2.774
131.8,-0.445,181.181,2.696
132,-0.445,181.998,2.755
132.2,-0.445,181.166,2.545
132.4,-0.445,180.694,2.67
132.6,-0.445,181.433,2.76
132.8,-0.445,180.246,2.539
133,-0.445,180.129,2.512
133.2,-0.445,180.23,2.564
133.4,-0.445,179.362,2.308
133.6,-0.445,179.488,2.923
133.8,-0.445,179.044,2.42
134,-0.445,178.828,2.379
134.2,-0.445,178.213,2.393
134.4,-0.445,177.297,2.778
134.6,-0.445,177.798,2.192
134.8,-0.445,177.453,2.333
135,-0.445,177.23,2.038
135.2,-0.445,176.702,2.38
135.4,-0.445,176.559,2.263
135.6,-0.445,176.252,2.339
135.8,-0.445,175.405,2.495
136,-0.445,175.909,2.429
136.2,-0.445,175.68,2.563
136.4,-0.445,175.329,2.276
136.6,-0.445,174.876,2.033
136.8,-0.445,174.637,2.549
137,-0.445,174.571,2.773
137.2,-0.445,173.313,2.112
137.4,-0.445,174.29,2.179
137.6,-0.445,173.508,1.705
137.8,-0.445,173.293,2.135
138,-0.445,172.552,1.99
138.2,-0.445,172.462,2.556
138.4,-0.445,171.895,1.542
138.6,-0.445,171.867,2.144
138.8,-0.445,171.837,2.115
139,-0.445,171.413,1.891
139.2,-0.445,171.455,2.124
139.4,-0.445,171.381,2.197
139.6,-0.445,171.136,2.24
139.8,-0.445,171.412,1.741
140,-0.445,170.109,2.52
140.2,-0.445,169.777,1.629
140.4,-0.445,169.866,1.872
140.6,-0.445,169.206,1.571
140.8,-0.445,168.924,2.235
141,-0.445,168.166,1.578
141.2,-0.445,168.714,2.238
141.4,-0.445,168.996,2.063
141.6,-0.445,168.464,1.937
141.8,-0.445,167.97,1.687
142,-0.445,168.363,2.298
142.2,-0.445,168.218,2.012
142.4,-0.445,167.456,1.913
142.6,-0.445,167.834,1.94
142.8,-0.445,166.85,2.236
143,-0.445,166.924,2.142
143.2,-0.445,166.741,1.861
143.4,-0.445,166.95,2.077
143.6,-0.445,166.519,1.97
143.8,-0.445,165.199,1.809
144,-0.445,165.334,1.563
144.2,-0.445,164.875,1.591
144.4,-0.445,165.695,1.879
144.6,-0.445,165.655,1.769
144.8,-0.445,165.182,1.873
145,-0.445,164.895,1.901
145.2,-0.445,164.962,1.718
145.4,-0.445,163.892,1.693
145.6,-0.445,163.357,1.77
145.8,-0.445,163.596,1.843
146,-0.445,163.982,1.739
146.2,-0.445,162.844,1.714
146.4,-0.445,163.957,1.784
146.6,-0.445,163.222,1.517
146.8,-0.445,163.36,1.43
147,-0.445,162.329,1.613
147.2,-0.445,162.675,1.627
147.4,-0.445,161.603,1.648
147.6,-0.445,162.56,1.584
147.8,-0.445,161.939,1.542
148,-0.445,161.654,1.593
148.2,-0.445,161.513,1.583
148.4,-0.445,161.475,1.708
148.6,-0.445,161.903,1.607
148.8,-0.445,162.165,1.437
149,-0.445,160.618,1.468
149.2,-0.445,160.563,1.554
149.4,-0.445,160.629,1.616
149.6,-0.445,160.156,1.53
149.8,-0.445,160.26,1.554
150,-0.445,160.556,1.702
150.2,-0.545,-60.48,-168.975
150.4,-0.545,109.572,-99.02
150.6,-0.545,177.342,-73.425
150.8,-0.545,218.792,-59.471
151,-0.545,247.829,-50.763
151.2,-0.545,271.215,-43.764
151.4,-0.545,289.214,-39.027
151.6,-0.545,305.016,-35.275
151.8,-0.545,317.272,-32.522
152,-0.545,328.338,-29.597
152.2,-0.545,337.937,-27.463
152.4,-0.545,346.022,-25.867
152.6,-0.545,353.003,-24.046
152.8,-0.545,359.438,-22.632
153,-0.545,365.866,-21.535
153.2,-0.545,371.556,-20.362
153.4,-0.545,377.346,-19.359
153.6,-0.545,381.853,-18.476
153.8,-0.545,385.591,-17.754
154,-0.545,387.267,-17.132
154.2,-0.545,392.597,-16.214
154.4,-0.545,395.533,-15.476
154.6,-0.545,397.822,-14.997
154.8,-0.545,401.753,-14.445
155,-0.545,403.971,-14.255
155.2,-0.545,405.814,-13.695
155.4,-0.545,408.971,-13.154
155.6,-0.545,411.001,-12.758
155.8,-0.545,413.096,-12.524
156,-0.545,414.483,-12.045
156.2,-0.545,416.463,-11.727
156.4,-0.545,418.979,-11.362
156.6,-0.545,419.655,-11.306
156.8,-0.545,420.692,-10.971
157,-0.545,422.272,-10.692
157.2,-0.545,424.498,-10.588
157.4,-0.545,425.096,-10.29
157.6,-0.545,426.266,-9.865
157.8,-0.545,427.425,-9.793
158,-0.545,429.682,-9.519
158.2,-0.545,430.163,-9.549
158.4,-0.545,431.162,-9.171
158.6,-0.545,432.112,-9.125
158.8,-0.545,433.531,-9.012
159,-0.545,433.815,-8.597
159.2,-0.545,434.096,-8.589
159.4,-0.545,436.791,-8.375
159.6,-0.545,436.467,-8.388
159.8,-0.545,436.796,-7.956
160,-0.545,439.518,-7.768
160.2,-0.545,438.437,-8.105
160.4,-0.545,440.03,-7.59
160.6,-0.545,440.945,-7.532
160.8,-0.545,441.461,-7.51
